airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
AI,AI-2437,DEL,Night,one,Morning,AMD,Economy,8.33,0,12560.0
AI,AI-2439,DEL,Night,one,Morning,AMD,Economy,7.83,0,12707.0
AI,AI-2437,DEL,Night,one,Morning,AMD,Economy,10.25,0,14064.0
AI,AI-2439,DEL,Night,one,Morning,AMD,Economy,9.75,0,14211.0
AI,AI-9481,DEL,Night,one,Afternoon,AMD,Economy,14.75,0,14393.0
AI,AI-9481,DEL,Night,one,Night,AMD,Economy,25.58,0,14393.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,1,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,1,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,1,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,1,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,1,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,1,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,1,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,1,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,1,6110.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,1,9837.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,2,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,2,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,2,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,2,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,2,5058.0
AI,AI-481,DEL,Morning,zero,Morning,AMD,Economy,1.75,2,5139.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,2,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,2,6619.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,2,7895.0
AI,AI-9536,DEL,Evening,one,Afternoon,AMD,Economy,23.33,2,11042.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,3,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,3,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,3,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,3,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,3,5058.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,3,5139.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,3,5408.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,3,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,3,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,3,5795.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,4,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,4,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,4,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,4,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,4,5408.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,4,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,4,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,4,5795.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,4,10420.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,4,12162.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,5,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,5,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,5,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,5,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,5,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,5,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,5,5795.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,5,6211.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,5,6530.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,5,10420.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,6,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,6,5260.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,6,5408.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,6,5628.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,6,6034.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,6,6530.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,6,7658.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,6,8032.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,6,9672.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,6,10945.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,7,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,7,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,7,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,7,5628.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,7,5628.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,7,5795.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,7,6110.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,7,6806.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,7,7175.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,7,10945.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,8,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,8,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,8,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,8,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,8,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,8,5408.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,8,5408.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,8,5496.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,8,5795.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,8,6272.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,9,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,9,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,9,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,9,5058.0
AI,AI-481,DEL,Morning,zero,Morning,AMD,Economy,1.75,9,5139.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,9,5408.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,9,5408.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,9,10945.0
AI,AI-9536,DEL,Evening,one,Afternoon,AMD,Economy,23.33,9,11042.0
AI,AI-2439,DEL,Night,one,Morning,AMD,Economy,7.83,9,11272.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,10,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,10,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,10,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,10,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,10,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,10,5408.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,10,5408.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,10,5496.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,10,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,10,5795.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,11,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,11,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,11,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,11,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,11,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,11,5628.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,11,6110.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,11,7055.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,11,9837.0
AI,AI-2439,DEL,Night,one,Morning,AMD,Economy,7.83,11,12637.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,12,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,12,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,12,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,12,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,12,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,12,5628.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,12,6211.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,12,6530.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,12,7055.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,12,10945.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,13,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,13,5260.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,13,5408.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,13,5628.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,13,6034.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,13,6806.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,13,7055.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,13,8032.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,13,9260.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,13,10945.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,14,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,14,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,14,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,14,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,14,5628.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,14,5628.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,14,7175.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,14,7357.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,14,7895.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,14,10945.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,15,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,15,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,15,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,15,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,15,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,15,5408.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,15,5408.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,15,5890.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,15,6110.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,15,6365.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,16,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,16,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,16,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,16,5058.0
AI,AI-481,DEL,Morning,zero,Morning,AMD,Economy,1.75,16,5139.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,16,5408.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,16,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,16,6806.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,16,9260.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,16,10945.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,17,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,17,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,17,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,17,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,17,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,17,5408.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,17,5408.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,17,5496.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,17,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,17,5795.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,18,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,18,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,18,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,18,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,18,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,18,5628.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,18,5795.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,18,5795.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,18,10945.0
AI,AI-2439,DEL,Night,one,Morning,AMD,Economy,7.83,18,12637.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,19,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,19,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,19,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,19,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,19,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,19,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,19,6110.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,19,7055.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,19,9424.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,19,10945.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,20,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,20,5260.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,20,5260.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,20,5408.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,20,5628.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,20,6034.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,20,7055.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,20,7175.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,20,9260.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,20,10945.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,21,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,21,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,21,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,21,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,21,5628.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,21,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,21,6110.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,21,7357.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,21,10945.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,21,11641.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,22,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,22,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,22,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,22,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,22,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,22,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,22,5408.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,22,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,22,6110.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,22,6211.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,23,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,23,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,23,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,23,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,23,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,23,5408.0
AI,AI-481,DEL,Morning,zero,Morning,AMD,Economy,1.75,23,5890.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,23,6034.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,23,9260.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,23,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,24,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,24,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,24,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,24,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,24,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,24,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,24,5260.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,24,5408.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,24,5496.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,24,5795.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,25,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,25,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,25,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,25,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,25,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,25,5408.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,25,5496.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,25,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,25,5795.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,25,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,26,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,26,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,26,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,26,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,26,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,26,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,26,5795.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,26,6110.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,26,7175.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,26,10945.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,27,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,27,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,27,5260.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,27,5260.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,27,5628.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,27,5628.0
